City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
288,rognan,0,NO,1548899400,57,67.1,15.4,23.0,26.4
289,nelson bay,0,AU,1548901800,28,-32.72,152.14,96.8,17.22
290,guerrero negro,12,MX,1548903301,100,27.97,-114.04,54.41,6.53
291,opuwo,80,NA,1548903626,79,-18.06,13.84,66.83,4.74
292,vung tau,0,VN,1548903626,86,10.35,107.08,81.01,18.84
293,tautira,75,PF,1548901800,88,-17.73,-149.15,77.0,24.16
294,kalmunai,92,LK,1548903627,91,7.42,81.82,76.28,5.64
295,mahebourg,75,MU,1548900000,78,-20.41,57.7,80.6,6.93
296,azare,0,NG,1548903627,30,11.67,10.19,58.51,8.77
297,sinnamary,92,GF,1548903398,100,5.38,-52.96,78.13,12.68
298,dimona,0,IL,1548903628,83,31.07,35.04,37.63,2.73
299,gannan,0,CN,1548903628,28,47.92,123.49,14.09,4.97
300,dolores,0,AR,1548903629,79,-36.31,-57.68,65.3,13.69
301,nouakchott,0,MR,1548901800,82,18.08,-15.98,59.0,8.05
302,buraydah,20,SA,1548900000,100,26.33,43.97,53.6,2.95
303,begowal,88,IN,1548903630,89,30.81,76.06,50.54,2.62
304,ytre arna,75,NO,1548899400,55,60.47,5.43,35.6,35.57
305,glasgow,75,GB,1548901200,92,55.86,-4.24,26.6,2.24
306,gat,8,SN,1548901800,77,14.69,-16.54,64.4,19.46
307,viljoenskroon,12,ZA,1548903631,92,-27.21,26.95,57.16,2.95
308,manado,40,ID,1548901800,74,1.49,124.85,82.4,3.36
309,port macquarie,76,AU,1548900000,27,-31.43,152.91,98.6,8.05
310,tanta,0,EG,1548903632,73,30.78,31.0,38.39,5.64
311,cortez,1,US,1548899580,62,37.35,-108.58,26.96,6.93
312,dedougou,0,BF,1548903632,57,12.47,-3.47,60.76,2.84
313,wadi maliz,24,TN,1548900000,61,36.47,8.55,48.2,8.05
314,todos santos,5,MX,1548898860,27,23.45,-110.23,73.4,6.93
315,nikolskoye,75,RU,1548901800,100,59.7,30.79,26.6,2.24
316,tessalit,0,ML,1548903320,49,20.2,1.01,42.53,3.06
317,kaitangata,0,NZ,1548903259,77,-46.28,169.85,80.38,4.63
318,anshun,68,CN,1548903635,79,26.25,105.93,45.05,7.31
319,puro,32,PH,1548903635,79,13.13,123.76,80.33,10.22
320,vostok,44,RU,1548903371,53,46.45,135.83,2.93,8.55
321,bambous virieux,75,MU,1548900000,78,-20.34,57.76,80.6,6.93
322,rozhyshche,92,UA,1548903636,96,50.92,25.27,32.14,3.29
323,briceno,64,CO,1548903637,98,7.11,-75.55,64.81,1.05
324,aranos,8,NA,1548903637,60,-24.14,19.11,70.66,8.77
325,salinas,90,US,1548901800,71,36.67,-121.66,59.0,8.05
326,brae,48,GB,1548901200,92,60.4,-1.35,35.6,2.24
327,caravelas,76,BR,1548903323,99,-17.73,-39.27,82.63,11.68
328,fushun,0,CN,1548901800,21,41.89,123.95,17.6,6.71
329,pingliang,0,CN,1548903386,81,35.54,106.68,18.23,4.18
330,bend,1,US,1548903300,86,44.06,-121.32,33.8,3.62
331,orange,0,AU,1548903542,35,-33.28,149.1,92.53,10.89
332,dukat,56,RS,1548903639,93,42.44,22.31,24.44,1.95
333,cidreira,44,BR,1548903347,88,-30.17,-50.22,77.59,4.07
334,nesterov,68,RU,1548903640,94,54.63,22.57,23.54,9.22
335,radhanpur,8,IN,1548903640,70,23.83,71.61,50.86,2.73
336,lesnoy,92,RU,1548903641,85,59.78,52.13,15.49,6.76
337,alamosa,1,US,1548902100,59,37.47,-105.87,6.62,11.41
338,chegdomyn,48,RU,1548903641,58,51.13,133.04,-3.19,5.97
339,orda,36,RU,1548903642,68,57.2,56.91,-1.08,5.75
340,abashiri,75,JP,1548900000,73,44.01,144.25,23.0,5.82
341,maxixe,80,MZ,1548903642,100,-23.86,35.35,75.65,4.07
342,tarut,0,SA,1548901800,82,26.57,50.06,62.6,4.7
343,havre-saint-pierre,90,CA,1548900000,92,50.23,-63.6,26.6,20.8
344,svetlogorsk,90,RU,1548901800,85,53.14,59.15,12.2,8.95
345,musoma,20,TZ,1548900000,88,-1.5,33.81,68.0,4.97
346,vinh long,0,VN,1548901800,61,10.25,105.97,82.4,12.75
347,saldanha,92,PT,1548903338,98,41.42,-6.55,49.46,13.69
348,pochutla,5,MX,1548899100,65,15.74,-96.47,78.8,1.39
349,bhag,20,PK,1548903645,93,29.04,67.82,52.61,3.06
350,biltine,0,TD,1548903646,46,14.53,20.93,60.04,4.74
351,kruisfontein,100,ZA,1548903286,93,-34.0,24.73,66.02,5.97
352,moerai,92,PF,1548903646,93,-22.43,-151.33,82.13,22.08
353,pilot butte,90,CA,1548901920,69,50.48,-104.42,-7.61,23.04
354,konce,68,MK,1548903647,95,41.5,22.39,30.61,0.72
355,strezhevoy,20,RU,1548901800,72,60.73,77.6,-43.61,2.24
356,narsaq,0,GL,1548899400,41,60.91,-46.05,21.2,6.93
357,pecos,1,US,1548900900,38,31.42,-103.49,44.06,7.65
358,santa marta,20,CO,1548900000,58,11.24,-74.21,82.4,16.11
359,zhigansk,0,RU,1548903375,0,66.77,123.37,-45.13,3.4
360,tiksi,48,RU,1548903332,57,71.64,128.87,-32.62,8.32
361,nador,92,MA,1548901800,77,35.17,-2.93,59.0,8.05
362,havoysund,44,NO,1548901200,67,71.0,24.66,17.6,40.26
363,nazarovo,48,RU,1548903651,74,56.01,90.42,-0.22,7.65
364,bezhanitsy,80,RU,1548903651,86,56.97,29.88,22.64,3.18
365,roela,80,EE,1548903651,90,59.17,26.59,25.61,5.19
366,kibala,0,TD,1548900000,15,9.11,18.35,77.0,6.93
367,zaraza,0,VE,1548903652,71,9.35,-65.33,76.55,12.01
368,lexington,90,US,1548902100,54,38.05,-84.5,8.6,4.7
369,axim,0,GH,1548903652,99,4.87,-2.24,81.95,10.78
370,itoman,75,JP,1548901800,64,26.12,127.67,75.74,16.11
371,mitu,44,IR,1548903282,86,36.2,46.09,20.98,2.62
372,kamphaeng phet,8,TH,1548903653,56,16.47,99.53,86.45,3.85
373,priargunsk,48,RU,1548903654,49,50.37,119.09,7.79,11.01
374,celestun,0,MX,1548903654,98,20.87,-90.4,72.86,22.41
375,alta floresta,56,BR,1548903655,90,-9.87,-56.08,75.88,1.95
376,pizarro,24,CO,1548903655,95,4.95,-77.37,78.04,4.52
377,hajiganj,0,BD,1548903655,71,23.25,90.85,66.34,8.66
378,barbastro,76,ES,1548901800,100,42.04,0.13,39.2,3.36
379,riyadh,0,SA,1548900000,47,24.63,46.72,57.2,2.24
380,fonte boa,8,BR,1548903656,95,-2.51,-66.09,77.18,3.62
381,jumla,92,NP,1548903656,97,29.28,82.18,25.07,1.61
382,tateyama,75,JP,1548900000,93,36.66,137.31,41.0,3.36
383,ishigaki,75,JP,1548900000,73,24.34,124.16,75.2,10.29
384,saint anthony,1,US,1548899760,73,43.97,-111.68,12.92,3.36
385,coihaique,90,CL,1548900000,61,-45.58,-72.07,50.0,5.82
386,ambon,40,FR,1548901800,100,47.55,-2.56,33.8,6.93
387,balabac,64,PH,1548903658,96,7.99,117.06,81.46,13.91
388,papara,20,BR,1548900000,83,-3.98,-38.73,82.4,11.41
389,hofn,0,IS,1548903659,100,64.25,-15.21,30.88,22.41
390,kampene,92,CD,1548903659,100,-3.59,26.67,67.01,2.17
391,harper,90,US,1548903060,73,30.3,-99.24,48.02,8.05
392,sotouboua,20,TG,1548903660,86,8.56,0.98,75.83,5.64
393,zhezkazgan,75,KZ,1548901800,84,47.8,67.71,5.0,15.66
394,vra,76,DK,1548903661,100,57.35,9.95,33.76,20.29
395,westport,80,IE,1548903661,100,53.8,-9.52,34.97,12.57
396,bowen,100,AU,1548903662,100,-20.01,148.25,77.41,21.52
397,ngunguru,0,NZ,1548903298,92,-35.62,174.5,71.83,11.45
398,biryusinsk,64,RU,1548903662,67,55.96,97.82,6.98,4.74
399,sao filipe,92,CV,1548903251,97,14.9,-24.5,70.97,19.73
400,caibarien,20,CU,1548899640,82,22.52,-79.47,62.6,4.7
401,tolaga bay,0,NZ,1548903663,56,-38.37,178.3,74.12,13.24
402,dunn,1,US,1548903300,50,35.31,-78.61,37.4,8.66
403,mae hong son,40,MM,1548900000,100,19.3,97.96,62.6,2.62
404,port arthur,1,US,1548903300,60,29.9,-93.93,51.8,6.93
405,bireun,36,ID,1548903664,100,5.2,96.7,79.43,7.2
406,salta,75,AR,1548900000,94,-24.79,-65.41,69.8,0.94
407,leh,56,IN,1548903665,79,34.16,77.58,-14.71,1.16
408,ico,88,PE,1548903666,96,-13.77,-72.87,45.01,1.95
409,mandalgovi,0,MN,1548903666,41,45.76,106.27,2.39,13.69
410,seoul,40,KR,1548901800,26,37.57,126.98,33.8,3.36
411,los llanos de aridane,8,ES,1548901800,77,28.66,-17.92,60.8,5.82
412,shenjiamen,88,CN,1548903667,100,29.96,122.3,49.82,28.9
413,bambanglipuro,20,ID,1548903384,92,-7.95,110.28,83.26,4.18
414,clyde river,1,CA,1548900000,83,70.47,-68.59,-13.01,5.82
415,bereznik,68,RU,1548903668,86,62.86,42.71,21.79,4.18
416,northam,20,GB,1548901200,100,51.04,-4.21,30.2,2.24
417,camacha,75,PT,1548900000,59,33.08,-16.33,60.8,11.41
418,otavi,24,NA,1548903669,88,-19.64,17.34,60.62,1.39
419,north myrtle beach,1,US,1548902100,100,33.83,-78.68,40.64,15.59
420,souillac,90,FR,1548901800,100,45.6,-0.6,42.8,4.7
421,erenhot,0,CN,1548903670,29,43.65,111.97,6.49,16.26
422,san quintin,44,PH,1548903311,51,17.54,120.52,81.01,3.74
423,bandundu,64,CD,1548903670,99,-3.32,17.38,71.56,2.95
424,soyo,92,AO,1548903670,96,-6.13,12.37,77.18,2.62
425,longhua,48,CN,1548903671,100,29.21,106.21,46.31,4.07
426,seddon,8,NZ,1548903671,63,-41.67,174.07,75.65,7.76
427,talara,56,PE,1548903350,84,-4.58,-81.27,74.53,4.63
428,kahului,40,US,1548899760,66,20.89,-156.47,80.06,18.34
429,yokosuka,75,JP,1548901800,81,35.24,139.66,42.8,2.24
430,sidi ali,100,DZ,1548903672,91,36.1,0.42,54.32,13.69
431,kirakira,92,SB,1548903673,100,-10.46,161.92,80.74,15.48
432,mareeba,40,AU,1548901800,83,-16.99,145.42,84.2,8.05
433,kalakamati,0,BW,1548903673,68,-20.59,27.31,64.31,10.67
434,udachnyy,32,RU,1548903267,0,66.42,112.4,-46.8,3.18
435,innisfail,90,CA,1548900000,80,52.02,-113.95,32.0,8.05
436,luanda,75,AO,1548900000,78,-8.83,13.24,80.6,6.93
437,jackson,90,US,1548903180,51,35.61,-88.82,23.0,3.36
438,onguday,44,RU,1548903675,53,50.75,86.14,-13.63,1.95
439,skjervoy,12,NO,1548903675,100,70.03,20.97,20.03,12.35
440,alofi,75,NU,1548900000,74,-19.06,-169.92,84.2,12.75
441,vilyuysk,12,RU,1548903676,58,63.75,121.63,-32.98,4.18
442,krasnoshchekovo,68,RU,1548903677,55,51.67,82.73,-5.67,1.39
443,ipixuna,0,BR,1548900000,94,-1.76,-48.8,75.2,4.7
444,mahajanga,40,MG,1548900000,88,-15.72,46.32,77.0,4.7
445,husavik,0,CA,1548903276,0,50.56,-96.99,-43.24,3.74
446,xingyi,0,CN,1548903678,75,24.19,102.82,56.08,3.4
447,balaipungut,20,ID,1548903678,66,1.11,101.31,86.81,3.96
448,eirunepe,20,BR,1548903679,97,-6.66,-69.87,76.01,2.17
449,san roque,75,EC,1548900000,93,0.3,-78.23,57.2,6.93
450,salym,0,RU,1548903680,47,60.06,71.48,-28.66,3.85
451,le locle,75,CH,1548901200,85,47.06,6.75,32.0,3.36
452,kisiwani,76,TZ,1548903680,97,-4.13,37.95,64.54,2.62
453,umm lajj,0,SA,1548903363,100,25.02,37.27,59.72,8.66
454,sao sebastiao,56,BR,1548903681,94,-3.15,-58.36,77.14,4.18
455,porterville,1,US,1548902100,65,36.07,-119.02,60.08,3.36
456,jiaohe,0,CN,1548903681,45,43.72,127.34,10.36,5.08
457,noyabrsk,0,RU,1548903682,82,63.2,75.45,-38.97,7.65
458,jalingo,0,NG,1548903682,31,10.3,10.93,64.85,8.21
459,sorong,76,ID,1548903450,100,-0.86,131.25,78.94,2.51
460,sassandra,0,CI,1548903683,100,4.95,-6.09,80.78,11.79
461,ballina,68,IE,1548903396,100,54.11,-9.15,28.31,8.66
462,senno,76,RU,1548900000,100,57.76,27.95,26.6,2.24
463,tura,0,IN,1548903228,79,25.52,90.21,56.98,5.64
464,bagaha,64,IN,1548903684,61,27.1,84.09,55.31,4.29
465,churapcha,20,RU,1548903684,67,62.0,132.43,-35.68,3.62
466,college,1,US,1548899880,75,64.86,-147.8,21.02,5.82
467,ati,0,TD,1548903685,31,13.21,18.34,60.44,5.75
468,iaciara,0,BR,1548903685,39,-14.1,-46.63,76.91,8.99
469,klaksvik,0,FO,1548901200,73,62.23,-6.59,21.2,9.78
470,rocky mountain house,24,CA,1548903686,85,52.38,-114.92,24.44,1.83
471,nago,90,IT,1548899700,85,45.88,10.89,35.6,2.17
472,zwedru,0,LR,1548903687,95,6.07,-8.13,72.28,5.97
473,tripoli,92,GR,1548901200,87,37.51,22.37,50.0,4.7
474,rostock,75,DE,1548901200,86,54.09,12.13,30.2,10.29
475,la crosse,1,US,1548903180,55,43.8,-91.24,-18.05,5.82
476,tolga,40,DZ,1548900000,58,34.73,5.38,53.6,6.93
477,fortuna,0,ES,1548901800,54,38.18,-1.13,53.6,5.82
478,bonoua,20,CI,1548901800,94,5.27,-3.6,80.6,4.7
479,porto recanati,8,IT,1548903689,95,43.44,13.66,38.84,17.27
480,san patricio,0,PY,1548903689,64,-26.98,-56.83,80.6,3.51
481,frontera,40,MX,1548899400,82,18.53,-92.64,68.0,4.7
482,la serena,75,CL,1548900000,93,-29.9,-71.25,62.6,5.82
483,quzhou,92,CN,1548903690,100,28.97,118.86,49.91,4.41
484,jiangyou,20,CN,1548903691,72,31.78,104.73,45.05,6.2
485,maningrida,24,AU,1548903691,70,-12.05,134.23,91.31,23.09
486,miraflores,56,CO,1548903307,100,5.2,-73.14,51.26,0.72
487,darab,0,IR,1548903692,70,28.75,54.55,27.19,2.17
488,comodoro rivadavia,0,AR,1548900000,75,-45.87,-67.48,64.4,17.22
489,cabedelo,20,BR,1548900000,78,-6.97,-34.84,78.8,6.93
490,korem,0,ET,1548903692,78,12.51,39.52,34.79,0.94
491,trinidad,80,UY,1548903693,89,-33.52,-56.9,77.23,3.51
492,porto novo,0,BR,1548900000,69,-23.68,-45.44,75.2,2.95
493,paso del toro,90,MX,1548898920,88,19.04,-96.13,68.0,6.93
494,natal,20,BR,1548900000,74,-5.81,-35.21,82.4,9.17
495,yar-sale,8,RU,1548903349,82,66.83,70.83,-38.52,8.77
496,banamba,0,ML,1548903695,66,13.55,-7.45,59.68,3.06
497,tongren,24,CN,1548903695,98,27.72,109.18,39.11,9.66
498,sao raimundo das mangabeiras,8,BR,1548903696,71,-7.02,-45.48,77.86,8.66
499,tazovskiy,8,RU,1548903696,0,67.47,78.7,-44.41,6.98
500,zhuhai,12,CN,1548900000,26,40.71,112.04,5.0,2.24
501,angoche,0,MZ,1548903697,100,-16.23,39.91,79.97,6.42
502,tucurui,92,BR,1548903493,100,-3.77,-49.67,71.6,2.73
503,bikin,48,RU,1548903697,45,46.82,134.25,7.79,11.12
504,liverpool,0,GB,1548901200,92,53.41,-2.98,30.2,5.19
505,lausen,90,CH,1548901800,92,47.47,7.76,30.2,6.93
506,el alto,75,BO,1548900000,87,-16.5,-68.19,46.4,9.17
507,catuday,68,PH,1548903699,86,16.29,119.81,80.74,4.41
508,nieuw amsterdam,20,SR,1548900000,88,5.88,-55.08,77.0,5.82
509,plettenberg bay,92,ZA,1548903375,100,-34.05,23.37,67.28,5.53
510,muzhi,24,RU,1548903700,79,65.4,64.7,-37.93,3.06
511,casablanca,40,MA,1548901800,100,33.6,-7.62,48.2,3.36
512,kindu,92,CD,1548903700,100,-2.95,25.92,68.09,1.39
513,maniwaki,12,CA,1548903513,49,46.38,-75.98,1.31,9.66
514,lata,92,IN,1548903249,100,30.78,78.62,34.97,1.72
515,laramie,90,US,1548899880,32,41.31,-105.59,36.5,20.8
516,kefalos,40,GR,1548899400,76,36.75,26.96,53.6,14.99
517,gambela,0,ET,1548903250,81,8.25,34.59,59.09,3.62
518,mogadishu,8,SO,1548903702,100,2.04,45.34,78.13,23.31
519,leningradskiy,32,RU,1548903310,86,69.38,178.42,-9.27,16.49
520,freetown,80,BS,1548903703,100,26.61,-78.36,70.25,12.46
521,schweinfurt,1,DE,1548899760,90,50.05,10.23,25.88,6.76
522,altay,0,CN,1548903425,31,47.83,88.13,-25.6,2.28
523,saryg-sep,44,RU,1548903704,68,51.49,95.55,-17.68,0.6
524,owensboro,90,US,1548903300,77,37.77,-87.11,8.06,4.7
525,atambua,88,ID,1548903705,100,-9.11,124.89,76.46,5.19
526,yumen,0,CN,1548903409,53,40.29,97.04,-8.14,1.5
527,kosikha,80,RU,1548901800,70,53.36,84.58,1.4,6.71
528,russell,20,AR,1548900000,74,-33.01,-68.8,78.8,6.93
529,tecoanapa,40,MX,1548899520,61,16.99,-99.26,80.6,9.17
530,ketchikan,90,US,1548899760,95,55.34,-131.65,44.06,4.7
531,high point,1,US,1548902700,24,35.96,-80.01,30.2,9.22
532,guaruja,0,BR,1548900000,54,-23.99,-46.26,78.8,2.24
533,kieta,48,PG,1548903707,100,-6.22,155.63,79.34,2.39
534,constitucion,5,MX,1548899100,16,23.99,-104.67,59.0,9.17
535,oranjestad,20,AW,1548900000,74,12.52,-70.03,78.8,14.99
536,kayalpattinam,20,IN,1548901800,69,8.57,78.12,78.8,9.17
537,khromtau,12,KZ,1548903709,76,50.26,58.44,4.73,9.78
538,grand gaube,75,MU,1548900000,78,-20.01,57.66,80.6,6.93
539,syracuse,40,US,1548902100,53,43.05,-76.15,-0.05,13.87
540,batticaloa,92,LK,1548903710,92,7.71,81.69,80.15,11.79
541,cayenne,92,GF,1548901800,94,4.94,-52.33,75.2,10.29
542,arlit,0,NE,1548903711,47,18.74,7.39,45.91,2.62
543,roma,40,IT,1548901200,86,41.89,12.48,41.0,1.12
544,ahar,56,IR,1548903711,96,38.48,47.07,20.84,3.18
545,gornozavodsk,92,RU,1548903711,83,58.37,58.33,3.11,8.1
546,betare oya,76,CM,1548903712,77,5.6,14.08,66.92,2.39
547,aykhal,36,RU,1548903451,0,65.95,111.51,-46.35,3.74
548,evensk,24,RU,1548903407,100,61.92,159.24,13.33,18.84
549,nokaneng,0,BW,1548903713,81,-19.66,22.19,67.06,3.18
550,dalvik,88,SE,1548901200,92,57.79,14.13,10.4,3.36
551,gonbad-e qabus,0,IR,1548900000,86,37.25,55.17,42.8,6.2
552,aklavik,90,CA,1548902100,69,68.22,-135.01,-7.61,17.22
553,patancheru,0,IN,1548901800,93,17.53,78.27,62.6,10.67
554,oksfjord,12,NO,1548901200,67,70.24,22.35,17.6,40.26
555,mehamn,80,NO,1548903278,100,71.03,27.85,15.58,11.79
556,anantapur,0,IN,1548903715,87,14.68,77.61,64.49,7.99
557,san juan,40,PR,1548899760,79,18.47,-66.12,77.0,8.05
558,tyukhtet,24,RU,1548903718,75,56.54,89.31,-3.42,6.64
559,suure-jaani,80,EE,1548903718,91,58.54,25.46,24.49,4.97
560,usogorsk,92,RU,1548903718,90,63.43,48.71,10.99,4.97
561,hambantota,0,LK,1548900600,88,6.12,81.12,78.8,8.05
562,bose,75,IT,1548903000,92,45.46,8.01,28.4,2.24
563,rairangpur,0,IN,1548900000,81,22.27,86.18,50.0,3.62
564,boa vista,0,BR,1548900000,58,2.82,-60.67,82.4,12.75
565,cherskiy,56,RU,1548903255,65,68.75,161.3,-21.87,3.85
566,dingle,48,PH,1548903343,64,11.0,122.67,82.81,15.03
567,bandar,76,ID,1548903722,95,-4.2,104.14,79.52,4.74
568,riberalta,56,BO,1548903700,87,-11.0,-66.08,74.12,2.73
569,chapais,90,CA,1548902940,83,49.78,-74.86,-4.01,9.17
570,asmara,0,ER,1548903723,94,15.34,38.93,50.59,1.72
571,sterling,1,US,1548902100,43,39.0,-77.4,15.98,3.36
572,pavagada,0,IN,1548903724,87,14.1,77.28,64.49,7.99
573,mayna,68,RU,1548903724,48,53.0,91.49,13.46,2.62
574,lovington,1,US,1548902100,44,32.94,-103.35,37.4,5.82
575,tignere,12,CM,1548903725,52,7.37,12.65,56.71,4.41
576,orlik,8,RU,1548903725,50,52.51,99.83,6.35,8.88
577,khandbari,64,NP,1548903726,57,27.38,87.21,26.42,1.61
578,bosaso,36,SO,1548903726,100,11.28,49.18,73.63,8.21
579,taltal,20,CL,1548903726,89,-25.41,-70.49,61.07,2.39
580,grindavik,0,IS,1548901800,73,63.84,-22.43,23.0,10.29
